accuracy,precision,recall,f1,threshold,pos_mean_score,neg_mean_score,valid_positive_triples,valid_negative_triples
0.8158074661561603,0.8158074661561603,0.8158074661561603,0.8158074661561603,20.36348247528076,18.6783748001011,22.403856596965625,14626,14626
